=== Experiment Summary ===
Timestamp: 2025-11-16_18-43-33
Total Classes: 6
SNR: 10 dB
fd (Doppler shift): 266.6666666666667 Hz
equalized: 0
Epoch 1 | Train Acc: 17.86% | Val Acc: 24.74%
Epoch 4 | Train Acc: 41.00% | Val Acc: 42.95%
Epoch 5 | Train Acc: 44.91% | Val Acc: 47.97%
Epoch 6 | Train Acc: 47.42% | Val Acc: 49.32%
Epoch 7 | Train Acc: 48.86% | Val Acc: 50.75%
Epoch 8 | Train Acc: 49.90% | Val Acc: 52.32%
Epoch 9 | Train Acc: 51.06% | Val Acc: 52.73%
Epoch 10 | Train Acc: 52.26% | Val Acc: 54.21%
Epoch 11 | Train Acc: 53.70% | Val Acc: 55.02%
Epoch 12 | Train Acc: 54.39% | Val Acc: 55.68%
Epoch 13 | Train Acc: 54.93% | Val Acc: 55.73%
Epoch 14 | Train Acc: 55.75% | Val Acc: 57.64%
Epoch 15 | Train Acc: 56.26% | Val Acc: 59.66%
Epoch 16 | Train Acc: 57.25% | Val Acc: 60.67%
Epoch 17 | Train Acc: 58.23% | Val Acc: 57.35%
Epoch 18 | Train Acc: 59.01% | Val Acc: 62.66%
Epoch 19 | Train Acc: 60.30% | Val Acc: 63.31%
Epoch 20 | Train Acc: 61.18% | Val Acc: 63.46%
Epoch 21 | Train Acc: 62.76% | Val Acc: 65.55%
Epoch 22 | Train Acc: 62.97% | Val Acc: 64.95%
Epoch 23 | Train Acc: 63.32% | Val Acc: 66.51%
Epoch 24 | Train Acc: 63.84% | Val Acc: 66.24%
Epoch 25 | Train Acc: 64.04% | Val Acc: 66.91%
Epoch 26 | Train Acc: 64.26% | Val Acc: 66.77%
Epoch 27 | Train Acc: 64.43% | Val Acc: 67.58%
Epoch 28 | Train Acc: 64.87% | Val Acc: 67.42%
Epoch 29 | Train Acc: 65.31% | Val Acc: 68.59%
Epoch 30 | Train Acc: 65.42% | Val Acc: 68.46%
Epoch 31 | Train Acc: 66.26% | Val Acc: 69.42%
Epoch 32 | Train Acc: 66.36% | Val Acc: 69.35%
Epoch 33 | Train Acc: 66.50% | Val Acc: 69.66%
Epoch 34 | Train Acc: 66.62% | Val Acc: 69.74%
Epoch 35 | Train Acc: 66.74% | Val Acc: 70.12%
Epoch 36 | Train Acc: 67.26% | Val Acc: 69.78%
Epoch 37 | Train Acc: 67.36% | Val Acc: 70.91%
Epoch 38 | Train Acc: 67.58% | Val Acc: 71.05%
Epoch 39 | Train Acc: 67.71% | Val Acc: 70.80%
Epoch 40 | Train Acc: 67.84% | Val Acc: 71.05%
Epoch 41 | Train Acc: 68.25% | Val Acc: 71.97%
Epoch 42 | Train Acc: 68.51% | Val Acc: 71.95%
Epoch 43 | Train Acc: 68.64% | Val Acc: 71.85%
Epoch 44 | Train Acc: 68.67% | Val Acc: 72.15%
Epoch 45 | Train Acc: 68.78% | Val Acc: 71.72%
Epoch 46 | Train Acc: 68.84% | Val Acc: 72.20%
Epoch 47 | Train Acc: 68.98% | Val Acc: 72.31%
