=== Experiment Summary ===
Timestamp: 2025-11-16_12-56-43
Total Classes: 6
SNR: -5 dB
fd (Doppler shift): 266.6666666666667 Hz
equalized: 0
Epoch 1 | Train Acc: 26.60% | Val Acc: 32.62%
Epoch 44 | Train Acc: 41.96% | Val Acc: 42.46%
Epoch 45 | Train Acc: 42.07% | Val Acc: 42.49%
Epoch 46 | Train Acc: 42.00% | Val Acc: 42.22%
Epoch 47 | Train Acc: 42.05% | Val Acc: 42.46%
Epoch 48 | Train Acc: 41.98% | Val Acc: 42.45%
Epoch 49 | Train Acc: 42.05% | Val Acc: 42.68%
Epoch 50 | Train Acc: 42.04% | Val Acc: 42.55%
Epoch 51 | Train Acc: 42.13% | Val Acc: 42.58%
Epoch 52 | Train Acc: 42.01% | Val Acc: 42.44%
Epoch 53 | Train Acc: 42.05% | Val Acc: 42.49%
Epoch 54 | Train Acc: 42.01% | Val Acc: 42.38%
Epoch 55 | Train Acc: 42.07% | Val Acc: 42.48%
Epoch 56 | Train Acc: 42.07% | Val Acc: 42.52%
Epoch 57 | Train Acc: 42.08% | Val Acc: 42.49%
Epoch 58 | Train Acc: 42.08% | Val Acc: 42.59%
Epoch 59 | Train Acc: 42.23% | Val Acc: 42.54%
Fold 2 Test Accuracy: 42.20%
Epoch 1 | Train Acc: 26.80% | Val Acc: 31.72%
Epoch 2 | Train Acc: 34.45% | Val Acc: 36.43%
Epoch 3 | Train Acc: 36.47% | Val Acc: 35.80%
Epoch 4 | Train Acc: 37.27% | Val Acc: 38.13%
Epoch 5 | Train Acc: 38.04% | Val Acc: 39.16%
Epoch 6 | Train Acc: 38.80% | Val Acc: 39.61%
Epoch 7 | Train Acc: 39.10% | Val Acc: 39.64%
Epoch 8 | Train Acc: 39.19% | Val Acc: 40.38%
Epoch 9 | Train Acc: 39.71% | Val Acc: 40.33%
Epoch 10 | Train Acc: 39.63% | Val Acc: 40.53%
Epoch 11 | Train Acc: 40.32% | Val Acc: 40.16%
Epoch 12 | Train Acc: 40.38% | Val Acc: 41.31%
Epoch 13 | Train Acc: 40.38% | Val Acc: 40.76%
Epoch 14 | Train Acc: 40.83% | Val Acc: 40.64%
Epoch 15 | Train Acc: 40.91% | Val Acc: 40.13%
Epoch 16 | Train Acc: 40.90% | Val Acc: 42.16%
Epoch 17 | Train Acc: 40.90% | Val Acc: 41.80%
Epoch 18 | Train Acc: 41.30% | Val Acc: 42.34%
Epoch 19 | Train Acc: 41.12% | Val Acc: 42.29%
Epoch 20 | Train Acc: 41.31% | Val Acc: 42.22%
Epoch 21 | Train Acc: 41.43% | Val Acc: 41.89%
Epoch 22 | Train Acc: 41.56% | Val Acc: 42.17%
Epoch 23 | Train Acc: 41.64% | Val Acc: 42.38%
Epoch 24 | Train Acc: 41.59% | Val Acc: 42.59%
Epoch 25 | Train Acc: 41.64% | Val Acc: 41.39%
Epoch 26 | Train Acc: 41.63% | Val Acc: 41.85%
Epoch 27 | Train Acc: 41.62% | Val Acc: 41.35%
Epoch 28 | Train Acc: 41.76% | Val Acc: 42.56%
Epoch 29 | Train Acc: 41.64% | Val Acc: 42.75%
Epoch 30 | Train Acc: 41.86% | Val Acc: 41.93%
Epoch 31 | Train Acc: 41.78% | Val Acc: 42.39%
Epoch 32 | Train Acc: 41.86% | Val Acc: 42.16%
Epoch 33 | Train Acc: 41.86% | Val Acc: 42.11%
Epoch 34 | Train Acc: 41.91% | Val Acc: 42.35%
Epoch 35 | Train Acc: 41.98% | Val Acc: 42.43%
Epoch 36 | Train Acc: 41.95% | Val Acc: 42.82%
Epoch 37 | Train Acc: 41.96% | Val Acc: 42.64%
Epoch 38 | Train Acc: 41.95% | Val Acc: 42.73%
Epoch 39 | Train Acc: 42.07% | Val Acc: 42.67%
Epoch 40 | Train Acc: 41.81% | Val Acc: 42.70%
Epoch 41 | Train Acc: 42.02% | Val Acc: 42.46%
Epoch 42 | Train Acc: 42.01% | Val Acc: 42.16%
Epoch 43 | Train Acc: 42.10% | Val Acc: 42.19%
Epoch 44 | Train Acc: 42.02% | Val Acc: 42.49%
Epoch 45 | Train Acc: 42.01% | Val Acc: 42.61%
Epoch 46 | Train Acc: 42.04% | Val Acc: 42.24%
Fold 3 Test Accuracy: 42.57%
Epoch 1 | Train Acc: 26.31% | Val Acc: 33.71%
Epoch 2 | Train Acc: 34.55% | Val Acc: 37.68%
Epoch 3 | Train Acc: 36.26% | Val Acc: 38.12%
Epoch 4 | Train Acc: 37.48% | Val Acc: 38.07%
Epoch 5 | Train Acc: 38.14% | Val Acc: 39.18%
Epoch 6 | Train Acc: 38.61% | Val Acc: 40.26%
Epoch 7 | Train Acc: 39.04% | Val Acc: 39.10%
Epoch 8 | Train Acc: 39.16% | Val Acc: 37.66%
Epoch 9 | Train Acc: 39.26% | Val Acc: 39.76%
Epoch 10 | Train Acc: 39.60% | Val Acc: 39.67%
Epoch 11 | Train Acc: 39.94% | Val Acc: 40.62%
Epoch 12 | Train Acc: 39.94% | Val Acc: 40.18%
Epoch 13 | Train Acc: 40.15% | Val Acc: 41.45%
Epoch 14 | Train Acc: 40.25% | Val Acc: 40.99%
Epoch 15 | Train Acc: 40.26% | Val Acc: 40.74%
Epoch 16 | Train Acc: 40.38% | Val Acc: 40.80%
Epoch 17 | Train Acc: 40.37% | Val Acc: 40.06%
Epoch 18 | Train Acc: 40.46% | Val Acc: 39.50%
Epoch 19 | Train Acc: 40.59% | Val Acc: 41.93%
Epoch 20 | Train Acc: 40.67% | Val Acc: 41.14%
Epoch 21 | Train Acc: 41.02% | Val Acc: 41.41%
Epoch 22 | Train Acc: 41.09% | Val Acc: 42.25%
Epoch 23 | Train Acc: 41.11% | Val Acc: 42.09%
Epoch 24 | Train Acc: 41.11% | Val Acc: 42.14%
Epoch 25 | Train Acc: 41.30% | Val Acc: 42.07%
Epoch 26 | Train Acc: 41.21% | Val Acc: 42.26%
Epoch 27 | Train Acc: 41.29% | Val Acc: 42.85%
Epoch 28 | Train Acc: 41.38% | Val Acc: 41.35%
Epoch 29 | Train Acc: 41.39% | Val Acc: 42.02%
Epoch 30 | Train Acc: 41.33% | Val Acc: 43.03%
Epoch 31 | Train Acc: 41.50% | Val Acc: 42.50%
Epoch 32 | Train Acc: 41.55% | Val Acc: 42.28%
Epoch 33 | Train Acc: 41.64% | Val Acc: 42.82%
Epoch 34 | Train Acc: 41.64% | Val Acc: 42.78%
Epoch 35 | Train Acc: 41.64% | Val Acc: 42.43%
Epoch 36 | Train Acc: 41.64% | Val Acc: 42.17%
Epoch 37 | Train Acc: 41.62% | Val Acc: 42.10%
Epoch 38 | Train Acc: 41.67% | Val Acc: 42.09%
Fold 4 Test Accuracy: 41.76%
Epoch 1 | Train Acc: 26.08% | Val Acc: 35.31%
Epoch 2 | Train Acc: 34.44% | Val Acc: 35.88%
Epoch 3 | Train Acc: 36.25% | Val Acc: 37.15%
Epoch 4 | Train Acc: 37.23% | Val Acc: 36.77%
Epoch 5 | Train Acc: 38.41% | Val Acc: 37.67%
Epoch 6 | Train Acc: 38.90% | Val Acc: 39.05%
Epoch 7 | Train Acc: 39.22% | Val Acc: 39.26%
Epoch 8 | Train Acc: 39.53% | Val Acc: 38.63%
Epoch 9 | Train Acc: 39.56% | Val Acc: 39.19%
Epoch 10 | Train Acc: 39.64% | Val Acc: 39.68%
Epoch 11 | Train Acc: 39.90% | Val Acc: 40.60%
Epoch 12 | Train Acc: 40.08% | Val Acc: 40.79%
Epoch 13 | Train Acc: 40.14% | Val Acc: 38.75%
Epoch 14 | Train Acc: 40.29% | Val Acc: 39.85%
Epoch 15 | Train Acc: 40.35% | Val Acc: 40.77%
Epoch 16 | Train Acc: 40.31% | Val Acc: 40.52%
Epoch 17 | Train Acc: 40.30% | Val Acc: 40.18%
Epoch 18 | Train Acc: 40.43% | Val Acc: 41.28%
Epoch 19 | Train Acc: 40.31% | Val Acc: 41.03%
Epoch 20 | Train Acc: 40.52% | Val Acc: 40.54%
Epoch 21 | Train Acc: 40.69% | Val Acc: 41.31%
Epoch 22 | Train Acc: 40.82% | Val Acc: 41.16%
Epoch 23 | Train Acc: 40.96% | Val Acc: 40.86%
Epoch 24 | Train Acc: 40.76% | Val Acc: 41.19%
Epoch 25 | Train Acc: 40.91% | Val Acc: 40.89%
Epoch 26 | Train Acc: 41.00% | Val Acc: 39.99%
Epoch 27 | Train Acc: 40.94% | Val Acc: 40.75%
Epoch 28 | Train Acc: 40.93% | Val Acc: 40.78%
Epoch 29 | Train Acc: 41.09% | Val Acc: 41.21%
Epoch 30 | Train Acc: 41.10% | Val Acc: 41.08%
Epoch 31 | Train Acc: 41.34% | Val Acc: 41.41%
Epoch 32 | Train Acc: 41.26% | Val Acc: 41.54%
Epoch 33 | Train Acc: 41.32% | Val Acc: 41.71%
Epoch 34 | Train Acc: 41.39% | Val Acc: 41.16%
Epoch 35 | Train Acc: 41.43% | Val Acc: 41.66%
Epoch 36 | Train Acc: 41.39% | Val Acc: 41.48%
Epoch 37 | Train Acc: 41.48% | Val Acc: 41.34%
Epoch 38 | Train Acc: 41.48% | Val Acc: 41.52%
Epoch 39 | Train Acc: 41.39% | Val Acc: 41.99%
Epoch 40 | Train Acc: 41.60% | Val Acc: 42.04%
Epoch 41 | Train Acc: 41.61% | Val Acc: 41.42%
Epoch 42 | Train Acc: 41.71% | Val Acc: 41.80%
Epoch 43 | Train Acc: 41.61% | Val Acc: 41.82%
Epoch 44 | Train Acc: 41.61% | Val Acc: 42.02%
Epoch 45 | Train Acc: 41.71% | Val Acc: 41.65%
Epoch 46 | Train Acc: 41.66% | Val Acc: 41.93%
Epoch 47 | Train Acc: 41.61% | Val Acc: 41.96%
Fold 5 Test Accuracy: 42.23%

=== Summary ===
Fold 1: Val Acc = 42.38%, Test Acc = 41.80%
Fold 2: Val Acc = 42.68%, Test Acc = 42.20%
Fold 3: Val Acc = 42.82%, Test Acc = 42.57%
Fold 4: Val Acc = 43.03%, Test Acc = 41.76%
Fold 5: Val Acc = 42.04%, Test Acc = 42.23%

Average Validation Accuracy: 42.59%
Average Test Accuracy: 42.11%
